Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
42,Male,Dubai,9700.0,Salaried,3,"Gym,Yoga,Team sports",2,Weight control,"Supermarket,Gym kiosk,Pharmacy",500 ml,Tetra Pak,Vanilla,5,1,8,14.6,23.78,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Affordable,Fun",Yes,Too expensive,1,Provide protein-rich options
62,Male,Dubai,7500.0,Other,2,Yoga,0,"Weight control,Immunity",Gym kiosk,500 ml,Tetra Pak,"Vanilla,Tropical,Unflavored",2,5,7,14.25,0.0,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Premium,Sustainable,Fun",No,Hard to find,5,Provide protein-rich options
65,Female,Fujairah,12000.0,Homemaker,3,"Team sports,Running,Gym",5,Muscle recovery,"Food-delivery app,Pharmacy",500 ml,Tetra Pak,"Chocolate,Vanilla",3,2,7,13.89,77.06,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Affordable,Premium",Yes,Too expensive,1,Offer subscription discounts
22,Male,Dubai,13400.0,Self-employed,1,None,1,Convenience,Brand website,500 ml,Recyclable can,Berry,4,5,6,13.61,15.79,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Affordable",Yes,Limited flavors,2,
45,Male,Abu Dhabi,6500.0,Student,4,"None,Gym,Yoga",8,Convenience,"Gym kiosk,Supermarket",1 L,Tetra Pak,"Vanilla,Unflavored,Tropical",5,5,5,8.91,58.88,Yes,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Innovative,Premium",No,Packaging not eco-friendly,1,Use recyclable packaging
21,Male,Al Ain,22600.0,Retired,5,"Running,Yoga",12,Taste,"Supermarket,Food-delivery app,Pharmacy",250 ml,Tetra Pak,"Berry,Unflavored",3,2,9,18.34,237.28,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Trustworthy",Yes,Hard to find,5,Offer subscription discounts
37,Male,Sharjah,3900.0,Student,4,Team sports,12,"Immunity,Muscle recovery","Pharmacy,Supermarket",250 ml,Recyclable can,"Unflavored,Berry",5,5,5,11.05,148.64,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Innovative,No,Too much sugar,2,Offer subscription discounts
61,Male,Abu Dhabi,19500.0,Student,5,Team sports,8,Convenience,"Supermarket,Gym kiosk",500 ml,PET bottle,"Unflavored,Chocolate,Coffee",1,2,7,18.08,138.88,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Affordable,Premium,Trustworthy",No,Unclear nutritional info,1,Offer subscription discounts
35,Male,Ajman,6200.0,Salaried,5,"None,Yoga,Team sports",6,Muscle recovery,Supermarket,1 L,PET bottle,"Chocolate,Berry,Vanilla",3,5,4,10.42,61.84,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Premium,Sustainable,Fun",No,Too much sugar,4,
40,Male,Al Ain,5200.0,Student,3,"Team sports,Running,Gym",3,"Taste,Convenience","Food-delivery app,Gym kiosk,Pharmacy",500 ml,Tetra Pak,"Chocolate,Vanilla,Tropical",2,1,4,10.31,36.36,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Affordable,No,Too expensive,5,
49,Female,Dubai,4400.0,Self-employed,1,"Gym,Running",3,"Weight control,Taste",Gym kiosk,Multi-pack,Recyclable can,"Berry,Chocolate",3,3,3,6.32,19.61,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Affordable,Trustworthy,Fun",No,Too expensive,4,Provide protein-rich options
57,Female,Dubai,6100.0,Self-employed,3,"Yoga,Gym",7,"Weight control,Immunity",Supermarket,250 ml,Tetra Pak,"Berry,Chocolate,Coffee",5,4,4,12.21,74.37,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Affordable,No,Too much sugar,1,Provide protein-rich options
24,Male,Dubai,2400.0,Homemaker,2,Gym,1,"Convenience,Taste","Food-delivery app,Gym kiosk,Pharmacy",500 ml,Recyclable can,"Berry,Chocolate",4,2,5,8.41,7.74,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Fun,Trustworthy,Premium",Yes,Too expensive,5,Provide protein-rich options
37,Female,Dubai,10100.0,Salaried,2,Team sports,2,Convenience,"Pharmacy,Food-delivery app",500 ml,Tetra Pak,"Vanilla,Unflavored",2,3,6,11.26,22.33,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Sustainable,Premium",Yes,Unclear nutritional info,5,Introduce more flavors
48,Female,Dubai,2000.0,Salaried,5,Yoga,2,Muscle recovery,"Supermarket,Pharmacy",500 ml,Tetra Pak,"Unflavored,Chocolate,Vanilla",5,3,8,13.11,29.41,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips",Trustworthy,Yes,Packaging not eco-friendly,5,Offer subscription discounts
55,Female,Dubai,7200.0,Self-employed,5,None,4,Muscle recovery,Pharmacy,500 ml,Recyclable can,"Tropical,Coffee,Berry",4,4,5,10.48,39.9,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Trustworthy,Fun",Yes,Packaging not eco-friendly,5,
34,Female,Other,11000.0,Salaried,4,"Gym,Yoga",7,Convenience,Brand website,500 ml,Tetra Pak,Coffee,2,4,9,14.35,105.77,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Premium,Affordable,Innovative",Yes,Hard to find,5,Offer subscription discounts
27,Female,Dubai,7700.0,Self-employed,5,"Running,Yoga",8,"Weight control,Immunity",Brand website,500 ml,PET bottle,Vanilla,1,4,5,9.89,88.2,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Affordable,Trustworthy",Yes,Too expensive,1,Introduce more flavors
31,Female,Abu Dhabi,14700.0,Self-employed,1,"Running,Gym",2,"Immunity,Muscle recovery","Brand website,Gym kiosk,Food-delivery app",1 L,PET bottle,Berry,3,2,8,12.78,20.94,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery",Trustworthy,No,Limited flavors,1,
29,Female,Dubai,2700.0,Salaried,1,"Yoga,Gym",2,"Convenience,Muscle recovery","Food-delivery app,Brand website",500 ml,PET bottle,Berry,1,3,4,8.66,17.97,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Innovative,Premium,Fun",No,Too expensive,4,Lower the sugar content
48,Male,Abu Dhabi,45500.0,Salaried,3,"Gym,Yoga",3,Muscle recovery,Food-delivery app,1 L,Tetra Pak,"Tropical,Chocolate",2,1,5,9.63,28.68,Yes,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Sustainable,Trustworthy",No,Hard to find,4,Lower the sugar content
63,Female,Abu Dhabi,19200.0,Other,3,None,5,"Muscle recovery,Convenience","Supermarket,Brand website",500 ml,Tetra Pak,Chocolate,2,1,7,13.63,67.07,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points",Affordable,Yes,Limited flavors,4,Offer subscription discounts
39,Female,Sharjah,10700.0,Homemaker,2,"Gym,Running,None",4,Weight control,"Pharmacy,Supermarket,Gym kiosk",500 ml,Powder pouch,Chocolate,2,2,6,13.24,62.0,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Affordable,Fun,Innovative",Yes,Packaging not eco-friendly,2,Lower the sugar content
42,Male,Sharjah,7200.0,Homemaker,3,"Yoga,Running",4,"Muscle recovery,Weight control",Brand website,250 ml,Tetra Pak,Vanilla,5,2,1,5.23,20.94,No,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Affordable,Sustainable,Premium",Yes,Hard to find,2,
60,Male,Dubai,9200.0,Salaried,3,"Running,Team sports",3,Immunity,Supermarket,250 ml,PET bottle,"Vanilla,Berry,Tropical",1,1,8,12.53,33.53,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Sustainable,Trustworthy,Affordable",Yes,Too expensive,5,Use recyclable packaging
35,Male,Abu Dhabi,6800.0,Retired,3,"Team sports,Gym",4,Weight control,"Food-delivery app,Supermarket",1 L,Tetra Pak,Chocolate,3,1,6,10.69,38.45,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Fun,Sustainable,Affordable",Yes,Too expensive,5,Introduce more flavors
48,Male,Abu Dhabi,14200.0,Salaried,5,"Gym,None",4,"Weight control,Immunity",Food-delivery app,500 ml,PET bottle,Chocolate,1,2,10,17.22,72.43,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Innovative,Yes,Hard to find,1,
37,Male,Abu Dhabi,6900.0,Salaried,5,"None,Team sports",3,"Convenience,Weight control","Gym kiosk,Food-delivery app",500 ml,Powder pouch,"Berry,Tropical,Vanilla",3,5,7,14.44,45.19,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals",Fun,Yes,Hard to find,4,Lower the sugar content
26,Female,Abu Dhabi,2300.0,Salaried,3,"Yoga,Team sports",2,Convenience,"Food-delivery app,Supermarket,Brand website",500 ml,PET bottle,Chocolate,3,5,5,7.82,12.55,Maybe,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Premium,Fun,Innovative",No,Unclear nutritional info,5,Offer subscription discounts
80,Male,Sharjah,35000.0,Salaried,5,Yoga,8,"Weight control,Taste",Supermarket,1 L,Tetra Pak,"Coffee,Tropical",3,5,3,12.68,101.23,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Fun,Premium,Trustworthy",Yes,Packaging not eco-friendly,2,Lower the sugar content
38,Male,Abu Dhabi,4500.0,Salaried,4,"Yoga,Team sports",1,"Immunity,Taste","Supermarket,Gym kiosk",1 L,PET bottle,"Tropical,Chocolate",3,1,7,13.49,12.24,Yes,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Sustainable,No,Packaging not eco-friendly,5,Offer subscription discounts
34,Male,Dubai,13100.0,Self-employed,4,"None,Running,Yoga",6,Weight control,"Food-delivery app,Brand website",1 L,Tetra Pak,Unflavored,3,1,6,12.91,87.56,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Sustainable,Innovative,Fun",No,Unclear nutritional info,4,Provide protein-rich options
35,Male,Al Ain,6400.0,Salaried,3,"Yoga,Running,None",8,Taste,Supermarket,Multi-pack,Tetra Pak,"Berry,Vanilla,Coffee",2,1,8,15.04,128.99,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals",Premium,No,Too much sugar,2,Offer subscription discounts
35,Female,Dubai,6000.0,Salaried,5,"Team sports,None",7,Convenience,"Supermarket,Gym kiosk,Food-delivery app",250 ml,Recyclable can,"Vanilla,Chocolate",1,3,5,11.87,82.1,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Innovative,Premium,Sustainable",No,Too expensive,5,Use recyclable packaging
55,Male,Dubai,11400.0,Homemaker,5,None,1,Weight control,"Supermarket,Food-delivery app",500 ml,Tetra Pak,"Coffee,Chocolate,Berry",1,1,7,14.25,12.9,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Affordable,Innovative,Trustworthy",No,Too expensive,4,Offer subscription discounts
27,Male,Abu Dhabi,4300.0,Salaried,4,"Gym,Running,Yoga",4,"Immunity,Muscle recovery","Gym kiosk,Food-delivery app",500 ml,Powder pouch,Tropical,1,3,2,7.21,31.82,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Innovative,Sustainable,Premium",No,Too expensive,2,
23,Male,Dubai,15700.0,Self-employed,3,"Yoga,None",4,"Weight control,Convenience",Brand website,500 ml,Powder pouch,"Coffee,Berry,Chocolate",1,5,4,12.38,41.21,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Fun,No,Too expensive,3,Use recyclable packaging
34,Male,Dubai,9700.0,Salaried,4,"Running,Gym,Yoga",3,Muscle recovery,Food-delivery app,500 ml,Recyclable can,"Chocolate,Tropical",3,2,7,15.7,53.94,Yes,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Premium,Fun",No,Limited flavors,1,Offer subscription discounts
30,Male,Dubai,6100.0,Student,1,"Yoga,Running,Gym",1,Immunity,"Food-delivery app,Pharmacy,Brand website",250 ml,PET bottle,Vanilla,5,2,5,9.42,8.81,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips",Sustainable,No,Too expensive,5,Introduce more flavors
63,Female,Dubai,14000.0,Homemaker,2,"Running,Gym,Yoga",3,"Muscle recovery,Weight control","Supermarket,Pharmacy,Food-delivery app",1 L,Tetra Pak,Unflavored,1,2,5,12.07,30.45,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Trustworthy,Affordable,Sustainable",No,Hard to find,3,Use recyclable packaging
43,Female,Dubai,13500.0,Student,3,"Gym,Yoga,Running",1,"Taste,Muscle recovery","Supermarket,Gym kiosk,Food-delivery app",500 ml,Tetra Pak,Coffee,5,3,8,11.49,9.92,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Affordable,Trustworthy",No,Too much sugar,4,Lower the sugar content
40,Female,Dubai,11100.0,Self-employed,4,"Gym,Running,None",6,"Immunity,Weight control","Food-delivery app,Supermarket,Pharmacy",500 ml,Tetra Pak,Chocolate,3,3,7,13.96,92.56,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points",Innovative,Yes,Packaging not eco-friendly,4,Lower the sugar content
33,Female,Other,5600.0,Salaried,1,"Gym,None",2,"Weight control,Taste","Gym kiosk,Food-delivery app,Brand website",500 ml,Powder pouch,Coffee,2,5,4,12.33,25.32,No,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Affordable,Innovative",No,Too expensive,2,Offer subscription discounts
48,Female,Dubai,9400.0,Self-employed,5,None,4,"Taste,Weight control","Brand website,Supermarket,Food-delivery app",Multi-pack,Tetra Pak,"Tropical,Chocolate",1,1,10,16.24,75.86,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Fun,Trustworthy",Yes,Too much sugar,1,Offer subscription discounts
61,Female,Sharjah,32400.0,Self-employed,3,"Yoga,Team sports",5,"Muscle recovery,Weight control","Supermarket,Brand website,Food-delivery app",500 ml,Tetra Pak,"Coffee,Chocolate",5,3,8,15.71,86.46,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Innovative,Sustainable,Trustworthy",Yes,Too expensive,4,Offer subscription discounts
31,Male,Dubai,8500.0,Salaried,3,"Team sports,Gym,Running",6,Immunity,Gym kiosk,1 L,PET bottle,"Tropical,Unflavored,Berry",1,2,7,12.77,72.79,Yes,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Sustainable,No,Packaging not eco-friendly,1,Offer subscription discounts
38,Female,Abu Dhabi,2300.0,Self-employed,5,Yoga,6,"Muscle recovery,Weight control","Brand website,Pharmacy,Supermarket",Multi-pack,PET bottle,"Chocolate,Vanilla",2,1,10,20.72,123.2,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Innovative,Fun,Affordable",Yes,Too expensive,1,Use recyclable packaging
33,Male,Dubai,16400.0,Student,1,None,1,Weight control,"Pharmacy,Food-delivery app,Gym kiosk",Multi-pack,Powder pouch,Tropical,4,2,5,11.69,10.29,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Fun,Yes,Limited flavors,3,Offer subscription discounts
63,Male,Other,7600.0,Retired,1,"None,Gym",5,"Weight control,Taste","Food-delivery app,Brand website,Gym kiosk",500 ml,PET bottle,"Tropical,Coffee",5,2,4,12.0,69.11,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Affordable,Fun",Yes,Packaging not eco-friendly,4,Use recyclable packaging
56,Female,Dubai,3400.0,Other,3,"Yoga,Team sports",3,"Immunity,Muscle recovery","Brand website,Supermarket,Gym kiosk",500 ml,Tetra Pak,Vanilla,4,3,8,10.75,30.26,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips",Trustworthy,Yes,Packaging not eco-friendly,2,Offer subscription discounts
55,Male,Dubai,9500.0,Student,5,None,6,Taste,"Supermarket,Brand website",Multi-pack,Recyclable can,"Chocolate,Coffee,Berry",3,1,7,10.67,72.44,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Affordable,Sustainable,Premium",Yes,Too expensive,1,Offer subscription discounts
64,Female,Abu Dhabi,15600.0,Student,3,"Team sports,None,Gym",2,Convenience,Food-delivery app,1 L,Tetra Pak,"Berry,Unflavored",1,4,5,12.79,21.28,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Innovative,Trustworthy",No,Limited flavors,2,Use recyclable packaging
30,Female,Abu Dhabi,5800.0,Salaried,1,Running,1,Immunity,Supermarket,500 ml,PET bottle,Chocolate,5,1,4,7.85,9.15,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Fun,Innovative",No,Too much sugar,1,Offer subscription discounts
29,Female,Abu Dhabi,14000.0,Salaried,5,"Running,Team sports,Yoga",8,"Muscle recovery,Weight control",Gym kiosk,1 L,PET bottle,"Vanilla,Berry,Chocolate",1,4,7,14.49,134.41,Yes,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Affordable,Fun,Innovative",No,Too much sugar,5,Provide protein-rich options
27,Male,Fujairah,8300.0,Salaried,3,"Yoga,Gym",3,"Convenience,Weight control","Supermarket,Food-delivery app",500 ml,PET bottle,"Unflavored,Tropical",3,2,7,13.52,40.09,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Sustainable,Affordable,Trustworthy",Yes,Unclear nutritional info,5,Offer subscription discounts
47,Female,Dubai,7700.0,Student,5,"None,Gym,Yoga",7,Weight control,"Food-delivery app,Pharmacy",1 L,PET bottle,Chocolate,3,4,6,11.24,92.95,No,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery",Premium,No,Too much sugar,4,Introduce more flavors
39,Male,Dubai,24500.0,Salaried,4,"Team sports,Running,None",1,"Weight control,Immunity","Gym kiosk,Food-delivery app",1 L,PET bottle,Chocolate,3,4,7,17.46,14.92,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Innovative,No,Limited flavors,4,Introduce more flavors
55,Male,Dubai,3200.0,Salaried,2,"Team sports,Gym,None",1,Weight control,"Pharmacy,Gym kiosk,Food-delivery app",Multi-pack,PET bottle,"Berry,Chocolate,Unflavored",4,3,8,10.98,9.31,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Fun,Trustworthy,Sustainable",Yes,Packaging not eco-friendly,2,Offer subscription discounts
39,Female,Dubai,31600.0,Self-employed,1,Yoga,1,"Immunity,Muscle recovery","Gym kiosk,Supermarket,Pharmacy",250 ml,Recyclable can,Vanilla,5,4,6,12.29,13.0,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Sustainable,Fun,Affordable",Yes,Unclear nutritional info,5,Offer subscription discounts
22,Female,Dubai,3200.0,Student,3,"Gym,Team sports,Yoga",5,"Immunity,Taste",Supermarket,500 ml,Recyclable can,"Berry,Unflavored",4,1,8,12.31,59.74,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Premium,Innovative",No,Unclear nutritional info,5,Lower the sugar content
64,Female,Sharjah,5900.0,Student,1,"Running,None",1,Immunity,Supermarket,Multi-pack,Tetra Pak,"Coffee,Chocolate",1,1,7,14.61,15.12,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Innovative,Yes,Hard to find,5,Offer subscription discounts
49,Female,Abu Dhabi,20100.0,Salaried,3,"Running,None,Gym",5,Weight control,"Food-delivery app,Gym kiosk",500 ml,Tetra Pak,"Chocolate,Tropical,Berry",1,3,4,14.15,77.61,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Affordable,Fun",No,Hard to find,2,Use recyclable packaging
47,Male,Dubai,12500.0,Homemaker,5,"None,Gym",7,"Convenience,Immunity",Supermarket,500 ml,Tetra Pak,"Vanilla,Tropical,Berry",1,3,5,12.05,95.32,Maybe,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Premium,No,Unclear nutritional info,2,Introduce more flavors
49,Female,Sharjah,8800.0,Retired,2,"None,Gym,Yoga",3,"Convenience,Immunity","Supermarket,Pharmacy",250 ml,Tetra Pak,"Coffee,Tropical,Vanilla",3,4,9,15.93,50.8,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Fun,No,Unclear nutritional info,5,Offer subscription discounts
36,Male,Dubai,13800.0,Salaried,3,"Running,Team sports",4,Taste,"Food-delivery app,Pharmacy,Supermarket",1 L,PET bottle,"Coffee,Chocolate,Vanilla",1,4,5,11.68,40.54,No,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Premium,Innovative,Affordable",No,Unclear nutritional info,1,
29,Male,Al Ain,18700.0,Salaried,3,"None,Gym,Yoga",7,Muscle recovery,"Gym kiosk,Supermarket,Food-delivery app",1 L,Tetra Pak,"Chocolate,Coffee",3,3,4,8.55,52.18,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Fun,Yes,Too much sugar,2,Use recyclable packaging
58,Male,Other,7600.0,Self-employed,1,Gym,3,"Muscle recovery,Immunity","Food-delivery app,Gym kiosk",500 ml,PET bottle,"Unflavored,Coffee,Vanilla",1,4,4,9.2,30.93,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Premium,Trustworthy",No,Limited flavors,4,Provide protein-rich options
